"","Species","SHOOT","Grow.con","Block","Year","Date","Row","Plant.number","Tag","DONOR","TREATMENT","SPEC.COM","FS","TVN","Pick.date","Size","Fresh.wgt","Ripe.time","Visitor1","Visitor2","Visitor3","Visitor4","Visitor5","Visitor6","Visitor7","Visitor8","Visitor9","Visitor10","Visitor11","Visitor12","Visitor13","Visitor14","Visitor15","POLL","seed.number","Firmness","Dryness","stingless_bee","honey_bee","bumble_bee","sumvisits","p_stingless_bee","p_honey_bee","p_bumble_bee","RP","duration","V1D","cent_v1","cent_d","cent_sd","log.wgt","scale.visit","rem_d"
"79","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-19","V","V","HB",1,3,"4/8/17",15.1193,1.542,88,"H","H","H","","","","","","","","","","","","",1,NA,289.90026,"",0,3,0,3,0,1,0,"618",77,61,0.922197630327178,-0.168925479876548,-0.467027547713891,0.433080275141138,-0.252372341081401,16
"80","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-20","V","V","HB",1,3,"4/8/17",16.0041,1.675,88,"H","H","H","","","","","","","","","","","","",1,NA,258.1973923,"",0,3,0,3,0,1,0,"618",91,4,-0.633986724493883,-0.0663721389018492,0.106919108735283,0.51581316527703,-0.252372341081401,87
"81","EG","F","Ground","SFI",2017,"8/5/17",6,20,"SF-A-28","V","V","HB",1,3,"4/8/17",16.4967,1.767,88,"H","H","H","","","","","","","","","","","","",1,NA,218.2060279,"",0,3,0,3,0,1,0,"620",98,6,-0.5793837646756,-0.0150954684145,0.147337887358465,0.569283193337559,-0.252372341081401,92
"82","EG","F","Ground","GR12",2017,"4/4/17",14,17,"GR-L-3","V","V","HB",1,3,"4/7/17",11.7563,0.757945287,91,"H","H","H","","","","","","","","","","","","",1,NA,234.6037517,"",0,3,0,3,0,1,0,"1417",44,25,-0.0606556464019133,-0.410658355031194,-0.442776280539983,-0.277144076683707,-0.252372341081401,19
"83","EG","F","Ground","GR12",2017,"6/4/17",14,47,"GR-V-18","V","V","HB",1,3,"4/7/17",14.0854,1.286961535,89,"H","H","H","","","","","","","","","","","","",1,NA,243.4180409,"",0,3,0,3,0,1,0,"1447",43,15,-0.333670445493328,-0.417983593672244,-0.370022479018256,0.252284040832467,-0.252372341081401,28
"84","EG","F","Ground","GR12",2017,"7/4/17",14,24,"GR-V-21","V","V","HB",0,3,NA,NA,NA,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"1424",34,15,-0.333670445493328,-0.483910741441693,-0.442776280539983,NA,-0.252372341081401,19
"85","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-25","V","V","HB",0,3,NA,NA,NA,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"1431",29,15,-0.333670445493328,-0.520536934646942,-0.483195059163164,NA,-0.252372341081401,14
"86","EG","F","Ground","GR12",2017,"5/4/17",14,35,"GR-M-4","V","V","HB",0,3,NA,NA,NA,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"1435",42,4,-0.633986724493883,-0.425308832313294,-0.289184921771894,NA,-0.252372341081401,38
"87","EG","F","Ground","SFI",2017,"8/5/17",5,24,"SF-J-51","V","V","HB",0,3,NA,NA,NA,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"524",17,10,-0.470177845039035,-0.608439798339541,-0.539781349235618,NA,-0.252372341081401,7
"88","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-23","V","V","HB",0,3,NA,NA,NA,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"618",68,15,-0.333670445493328,-0.234852627645997,-0.16792858590235,NA,-0.252372341081401,53
"89","EG","F","Ground","GR12",2017,"7/4/17",14,33,"GR-L-8","V","V","HB",1,3,NA,NA,NA,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"1433",20,13,-0.38827340531161,-0.586464082416391,-0.539781349235618,NA,-0.252372341081401,7
"90","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-20","V","V","HB",1,3,NA,NA,NA,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"816",27,15,-0.333670445493328,-0.535187411929042,-0.499362570612436,NA,-0.252372341081401,12
"91","EG","F","Ground","S1S",2017,"11/5/18",6,27,"R6 P27 11/5/18 (V1)","V","V","HB",1,3,"6/8/18",NA,1.58,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"627",85,2,-0.688589684312166,-0.110323570748149,0.0745840858367384,0.457424847038875,-0.252372341081401,83
"92","EG","F","Ground","S1S",2017,"10/5/18",4,29,"R4 P29 10/5/18 (V4)","V","V","HB",1,3,"31/8/18",NA,0.41,NA,"H","H","H","","","","","","","","","","","","",1,NA,NA,"",0,3,0,3,0,1,0,"429",9,1,-0.715891164221307,-0.66704170746794,-0.531697593510982,-0.891598119283784,-0.252372341081401,8
"95","EG","F","Ground","GR12",2017,"5/4/17",14,31,"GR-V-16","V","V","HB",1,4,"20/7/17",NA,0.75,106,"H","H","H","H","","","","","","","","","","","",1,NA,NA,"",0,4,0,4,0,1,0,"1431",40,2,-0.688589684312166,-0.439959309595394,-0.289184921771894,-0.287682072451781,0.0364387872149617,38
"96","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-21","V","V","HB",1,4,"25/7/17",12.0595,0.899,82,"H","H","H","H","","","","","","","","","","","",1,NA,311.1392189,"",0,4,0,4,0,1,0,"816",26,10,-0.470177845039035,-0.542512650570092,-0.467027547713891,-0.106472244510517,0.0364387872149617,16
"97","EG","F","Ground","GR12",2017,"5/4/17",14,22,"GR-V-8","V","V","HB",1,4,"25/7/17",13.4413,0.971,111,"H","H","H","H","","","","","","","","","","","",1,NA,154.6788197,"",0,4,0,4,0,1,0,"1422",52,28,0.021248793325511,-0.352056445902795,-0.402357501916801,-0.0294288106908122,0.0364387872149617,24
"98","EG","F","Ground","GR12",2017,"4/4/17",14,12,"GR-V-1-1","V","V","HB",1,4,"26/6/17",11.9835,0.809549981,83,"H","H","H","H","","","","","","","","","","","",1,NA,210.8776531,"",0,4,0,4,0,1,0,"1412",67,30,0.0758517531437938,-0.242177866287047,-0.29726867749653,-0.211276764719205,0.0364387872149617,37
"99","EG","F","Ground","GR12",2017,"5/4/17",14,35,"GR-M-5","V","V","HB",1,4,"16/6/17",12.3875,0.901311848,72,"H","H","H","H","","","","","","","","","","","",1,NA,213.0646886,"",0,4,0,4,0,1,0,"1435",46,22,-0.142560086129338,-0.396007877749094,-0.402357501916801,-0.103903968049611,0.0364387872149617,24
"100","EG","F","Ground","S1S",2017,"12/5/17",5,13,"S1S-J-81","V","V","HB",1,4,"20/7/17",NA,NA,69,"H","H","H","H","","","","","","","","","","","",1,NA,NA,"",0,4,0,4,0,1,0,"513",34,20,-0.19716304594762,-0.483910741441693,-0.483195059163164,NA,0.0364387872149617,14
"101","EG","F","Ground","GR12",2017,"8/4/17",14,14,"GR-M-11","V","V","HB",0,4,NA,NA,NA,NA,"H","H","H","H","","","","","","","","","","","",1,NA,NA,"",0,4,0,4,0,1,0,"1414",47,18,-0.251766005765903,-0.388682639108044,-0.36193872329362,NA,0.0364387872149617,29
"102","EG","F","Ground","GR12",2017,"5/4/17",14,23,"GR-V-12","V","V","HB",0,4,NA,NA,NA,NA,"H","H","H","H","","","","","","","","","","","",1,NA,NA,"",0,4,0,4,0,1,0,"1423",80,25,-0.0606556464019133,-0.146949763953398,-0.151761074453077,NA,0.0364387872149617,55
"103","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-23","V","V","HB",1,4,NA,NA,NA,NA,"H","H","H","H","","","","","","","","","","","",1,NA,NA,"",0,4,0,4,0,1,0,"1431",23,15,-0.333670445493328,-0.564488366493242,-0.531697593510982,NA,0.0364387872149617,8
"104","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-24","V","V","HB",1,4,NA,NA,NA,NA,"H","H","H","H","","","","","","","","","","","",1,NA,NA,"",0,4,0,4,0,1,0,"1431",56,21,-0.169861566038479,-0.322755491338595,-0.313436188945802,NA,0.0364387872149617,35
"105","EG","F","Ground","SFI",2017,"8/5/17",6,20,"SF-A-24","V","V","HB",1,4,NA,NA,NA,NA,"H","H","H","H","","","","","","","","","","","",1,NA,NA,"",0,4,0,4,0,1,0,"620",24,2,-0.688589684312166,-0.557163127852192,-0.418525013366074,NA,0.0364387872149617,22
"106","EG","F","Ground","S1S",2017,"12/5/17",4,20,"S1S-J-83","V","V","HB",1,5,"10/8/17",13.6506,1.16,90,"H","H","H","H","H","","","","","","","","","","",1,NA,282.4359718,"",0,5,0,5,0,1,0,"420",32,10,-0.470177845039035,-0.498561218723793,-0.418525013366074,0.148420005118273,0.325249915511325,22
"107","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-22","V","V","HB",1,5,"20/7/17",15.574,1.59,77,"H","H","H","H","H","","","","","","","","","","",1,NA,226.4374167,"",0,5,0,5,0,1,0,"816",53,15,-0.333670445493328,-0.344731207261745,-0.289184921771894,0.46373401623214,0.325249915511325,38
"108","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-21","V","V","HB",1,5,"4/8/17",16.6651,1.901,88,"H","H","H","H","H","","","","","","","","","","",1,NA,204.0398802,"",0,5,0,5,0,1,0,"618",69,32,0.130454712962077,-0.227527389004947,-0.29726867749653,0.642380063506292,0.325249915511325,37
"109","EG","F","Ground","SFI",2017,"4/5/17",8,10,"SF-L-2","V","V","HB",1,5,"13/7/17",16.8627,2.129,70,"H","H","H","H","H","","","","","","","","","","",1,NA,208.7794831,"",0,5,0,5,0,1,0,"810",61,15,-0.333670445493328,-0.286129298133346,-0.224514875974803,0.755652385911342,0.325249915511325,46
"110","EG","F","Ground","GR12",2017,"4/4/17",14,17,"GR-L-2","V","V","HB",1,5,"16/6/17",13.1192,1.067505308,73,"H","H","H","H","H","","","","","","","","","","",1,NA,244.5688938,"",0,5,0,5,0,1,0,"1417",54,32,0.130454712962077,-0.337405968620695,-0.418525013366074,0.0653244384736201,0.325249915511325,22
"111","EG","F","Ground","SFI",2017,"4/5/17",8,30,"SF-A-4","V","V","HB",1,5,"20/7/17",NA,NA,77,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"830",81,56,0.785690230781471,-0.139624525312348,-0.394273746192165,NA,0.325249915511325,25
"112","EG","F","Ground","GR12",2017,"4/4/17",14,12,"GR-V-2-3","V","V","HB",0,5,NA,NA,NA,NA,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"1412",79,20,-0.19716304594762,-0.154275002594448,-0.119426051554532,NA,0.325249915511325,59
"113","EG","F","Ground","GR12",2017,"5/4/17",14,22,"GR-V-9","V","V","HB",0,5,NA,NA,NA,NA,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"1422",59,6,-0.5793837646756,-0.300779775415446,-0.16792858590235,NA,0.325249915511325,53
"114","EG","F","Ground","GR12",2017,"5/4/17",14,31,"GR-V-15","V","V","HB",0,5,NA,NA,NA,NA,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"1431",50,27,-0.00605268658363044,-0.366706923184895,-0.410441257641438,NA,0.325249915511325,23
"115","EG","F","Ground","SFI",2017,"8/5/17",5,24,"SF-J-49","V","V","HB",0,5,NA,NA,NA,NA,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"524",57,40,0.348866552235208,-0.315430252697545,-0.458943791989255,NA,0.325249915511325,17
"116","EG","F","Ground","SFI",2017,"8/5/17",6,31,"SF-J-48","V","V","HB",1,5,NA,NA,NA,NA,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"631",51,20,-0.19716304594762,-0.359381684543845,-0.345771211844347,NA,0.325249915511325,31
"117","EG","F","Ground","S1S",2017,"10/5/18",4,28,"R4 P28 10/5/18 (V3)","V","V","HB",1,5,"16/8/18",NA,0.69,NA,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"428",65,37,0.266962112507784,-0.256828343569146,-0.370022479018256,-0.371063681390832,0.325249915511325,28
"118","EG","F","Ground","S1S",2017,"9/5/18",2,21,"R2 P21 9/5/18 (V2)","V","V","HB",1,5,"",NA,NA,NA,"H","H","H","H","H","","","","","","","","","","",1,NA,NA,"",0,5,0,5,0,1,0,"221",47,4,-0.633986724493883,-0.388682639108044,-0.248766143148712,NA,0.325249915511325,43
"121","EG","F","Ground","S1S",2017,"8/5/18",2,57,"R2 P57 8/5/18 (V2)","V","V","HB",1,7,NA,NA,NA,NA,"H","H","H","H","H","H","H","","","","","","","","",1,NA,NA,"",0,7,0,7,0,1,0,"257",9,3,-0.661288204403025,-0.66704170746794,-0.547865104960254,NA,0.902872172104051,6
"375","EG","F","Ground","S1S",2017,"16/5/18",4,24,"Juan-9","V","V","MX",1,2,"6/8/18",NA,1.56,NA,"H","S","","","","","","","","","","","","","",1,NA,NA,"",1,1,0,2,0.5,0.5,0,"424",121,3,-0.661288204403025,0.153385020329648,0.357515536199008,0.444685821261446,-0.541183469377764,118
"376","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V4)","V","V","MX",1,2,"6/8/18",NA,1.91,NA,"S","H","","","","","","","","","","","","","",1,NA,NA,"",1,1,0,2,0.5,0.5,0,"634",125,110,2.25997014587511,0.182685974893847,-0.475111303438528,0.647103242058538,-0.541183469377764,15
"377","EG","F","Ground","S1S",2017,"15/5/18",6,31,"Juan-6","V","V","MX",1,2,"6/8/18",NA,1.92,NA,"S","H","","","","","","","","","","","","","",1,NA,NA,"",1,1,0,2,0.5,0.5,0,"631",56,46,0.512675431690057,-0.322755491338595,-0.515530082061709,0.65232518603969,-0.541183469377764,10
"378","EG","F","Ground","S1S",2017,"15/5/18",6,31,"Juan-5","V","V","MX",1,2,"6/8/18",NA,2,NA,"S","H","","","","","","","","","","","","","",1,NA,NA,"",1,1,0,2,0.5,0.5,0,"631",146,121,2.56028642487566,0.336515986355895,-0.394273746192165,0.693147180559945,-0.541183469377764,25
"379","EG","F","Ground","S1S",2017,"16/5/18",4,17,"R4 P17 16/5/18 (V3)","V","V","MX",1,2,"31/8/18",NA,0.43,NA,"H","S","","","","","","","","","","","","","",1,NA,NA,"",1,1,0,2,0.5,0.5,0,"417",9,1,-0.715891164221307,-0.66704170746794,-0.531697593510982,-0.843970070294529,-0.541183469377764,8
"380","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-22","V","V","MX",0,2,NA,NA,NA,NA,"H","S","","","","","","","","","","","","","",1,NA,NA,"",1,1,0,2,0.5,0.5,0,"412",13,10,-0.470177845039035,-0.637740752903741,-0.572116372134163,NA,-0.541183469377764,3
"387","EG","F","Ground","S1S",2017,"16/5/18",4,24,"Juan-10","V","V","MX",1,3,"25/7/18",NA,0.77,NA,"H","H","S","","","","","","","","","","","","",1,NA,NA,"",1,2,0,3,0.333333333333333,0.666666666666667,0,"424",153,75,1.30441834905516,0.387792656843244,0.0341653072135571,-0.261364764134408,-0.252372341081401,78
"388","EG","F","Ground","S1S",2017,"14/5/18",2,22,"R2 P22 14/5/18 (V1)","V","V","MX",1,3,"6/8/18",NA,1.43,NA,"H","H","S","","","","","","","","","","","","",1,NA,NA,"",1,2,0,3,0.333333333333333,0.666666666666667,0,"222",54,8,-0.524780804857317,-0.337405968620695,-0.224514875974803,0.357674444271816,-0.252372341081401,46
"389","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-16","V","V","MX",1,3,NA,NA,NA,NA,"H","S","S","","","","","","","","","","","","",1,NA,NA,"",2,1,0,3,0.666666666666667,0.333333333333333,0,"624",51,37,0.266962112507784,-0.359381684543845,-0.483195059163164,NA,-0.252372341081401,14
"390","EG","F","Ground","S1S",2017,"17/5/18",2,52,"Juan-12","V","V","MX",0,3,NA,NA,NA,NA,"S","H","H","","","","","","","","","","","","",1,NA,NA,"",1,2,0,3,0.333333333333333,0.666666666666667,0,"252",119,29,0.0485502732346524,0.138734543047548,0.131170375909192,NA,-0.252372341081401,90
"391","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-17","V","V","MX",0,3,NA,NA,NA,NA,"H","S","S","","","","","","","","","","","","",1,NA,NA,"",2,1,0,3,0.666666666666667,0.333333333333333,0,"624",27,1,-0.715891164221307,-0.535187411929042,-0.386189990467529,NA,-0.252372341081401,26
"397","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V4.1)","V","V","MX",1,4,"6/8/18",NA,0.65,NA,"H","H","S","H","","","","","","","","","","","",1,NA,NA,"",1,3,0,4,0.25,0.75,0,"419",198,1,-0.715891164221307,0.717428395690489,0.996132238445273,-0.430782916092454,0.0364387872149617,197
"399","EG","F","Ground","S1S",2017,"10/5/18",4,28,"R4 P28 10/5/18 (V2)","V","V","MX",1,5,"25/7/18",NA,1.5,NA,"S","S","H","H","H","","","","","","","","","","",1,NA,NA,"",2,3,0,5,0.4,0.6,0,"428",214,75,1.30441834905516,0.834632213947287,0.527274406416369,0.405465108108164,0.325249915511325,139
"400","EG","F","Ground","S1S",2017,"15/5/18",6,39,"R6 P39 15/5/18 (V4)","V","V","MX",1,5,"6/8/18",NA,1.57,NA,"H","S","S","S","S","","","","","","","","","","",1,NA,NA,"",4,1,0,5,0.8,0.2,0,"639",378,38,0.294263592416925,2.03597135107947,2.15210930706826,0.451075619360217,0.325249915511325,340
"401","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V3)","V","V","MX",1,5,"6/8/18",NA,1.7,NA,"S","S","H","H","H","","","","","","","","","","",1,NA,NA,"",2,3,0,5,0.4,0.6,0,"630",351,189,4.41678705869728,1.83818990777112,0.713200788083003,0.53062825106217,0.325249915511325,162
"402","EG","F","Ground","S1S",2017,"15/5/18",6,39,"R6 P39 15/5/18 (V5)","V","V","MX",1,5,"16/8/18",NA,0.7,NA,"H","H","S","S","S","","","","","","","","","","",1,NA,NA,"",3,2,0,5,0.6,0.4,0,"639",164,1,-0.715891164221307,0.468370281894793,0.72128454380764,-0.356674943938732,0.325249915511325,163
"403","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V1)","V","V","MX",1,5,"",NA,NA,NA,"S","S","S","S","H","","","","","","","","","","",1,NA,NA,"",4,1,0,5,0.8,0.2,0,"634",316,147,3.27012490251334,1.58180655533438,0.769787078155457,NA,0.325249915511325,169
"409","EG","F","Ground","S1S",2017,"11/5/18",6,9,"R6 P9 11/5/18 (V2)","V","V","MX",1,6,"25/7/18",NA,1.13,NA,"S","S","S","H","H","H","","","","","","","","","",1,NA,NA,"",3,3,0,6,0.5,0.5,0,"69",224,9,-0.497479324948176,0.907884600357786,1.14163984148873,0.122217632724249,0.614061043807688,215
"410","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V4)","V","V","MX",1,6,"25/7/18",NA,1.69,NA,"H","S","S","S","S","H","","","","","","","","","",1,NA,NA,"",4,2,0,6,0.666666666666667,0.333333333333333,0,"419",62,1,-0.715891164221307,-0.278804059492296,-0.103258540105259,0.524728528934982,0.614061043807688,61
"411","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-15","V","V","MX",1,6,"6/8/18",NA,0.67,NA,"S","S","S","S","H","S","","","","","","","","","",1,NA,NA,"",5,1,0,6,0.833333333333333,0.166666666666667,0,"624",379,78,1.38632278878258,2.04329658972052,1.83684283380744,-0.400477566597125,0.614061043807688,301
"412","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-24","V","V","MX",1,6,"6/8/18",NA,2.55,NA,"S","S","H","S","S","H","","","","","","","","","",1,NA,NA,"",4,2,0,6,0.666666666666667,0.333333333333333,0,"412",393,122,2.5875879047848,2.14584993069522,1.59433016206836,0.936093359170335,0.614061043807688,271
"417","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,"H","H","H","S","S","S","H","","","","","","","","",1,NA,NA,"",3,4,0,7,0.428571428571429,0.571428571428571,0,"419",104,16,-0.306368965584186,0.0288559634317994,0.11500286445992,0,0.902872172104051,88
"418","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,"H","H","H","S","S","H","H","","","","","","","","",1,NA,NA,"",2,5,0,7,0.285714285714286,0.714285714285714,0,"419",231,55,0.758388750872329,0.959161270845135,0.826373368227911,0.148420005118273,0.902872172104051,176
"419","EG","F","Ground","S1S",2017,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,"H","S","S","H","H","H","H","","","","","","","","",1,NA,NA,"",2,5,0,7,0.285714285714286,0.714285714285714,0,"252",302,13,-0.38827340531161,1.47925321435968,1.73983776511181,0.173953307123438,0.902872172104051,289
"420","EG","F","Ground","S1S",2017,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,"H","H","H","S","H","H","H","","","","","","","","",1,NA,NA,"",1,6,0,7,0.142857142857143,0.857142857142857,0,"623",167,58,0.840293190599754,0.490345997817942,0.284761734677281,0.307484699747961,0.902872172104051,109
"421","EG","F","Ground","S1S",2017,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,"H","H","H","H","S","S","H","","","","","","","","",1,NA,NA,"",2,5,0,7,0.285714285714286,0.714285714285714,0,"416",119,11,-0.442876365129893,0.138734543047548,0.276677978952645,0.470003629245736,0.902872172104051,108
"422","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,"H","H","H","S","H","H","H","","","","","","","","",1,NA,NA,"",1,6,0,7,0.142857142857143,0.857142857142857,0,"419",195,1,-0.715891164221307,0.695452679767339,0.971880971271364,0.431782416425538,0.902872172104051,194
"423","EG","F","Ground","S1S",2017,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,"S","S","S","S","H","S","S","","","","","","","","",1,NA,NA,"",6,1,0,7,0.857142857142857,0.142857142857143,0,"421",352,125,2.66949234451223,1.84551514641217,1.23864491018436,0.457424847038875,0.902872172104051,227
"424","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,"S","H","S","S","S","H","H","","","","","","","","",1,NA,NA,"",4,3,0,7,0.571428571428571,0.428571428571429,0,"630",263,1,-0.715891164221307,1.19356890735873,1.52157636054663,0.559615787935423,0.902872172104051,262
"425","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,"H","S","H","H","H","S","S","","","","","","","","",1,NA,NA,"",3,4,0,7,0.428571428571429,0.571428571428571,0,"627",304,20,-0.19716304594762,1.49390369164178,1.69941898648863,0.647103242058538,0.902872172104051,284
"426","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,"H","H","H","S","H","H","S","","","","","","","","",1,NA,NA,"",2,5,0,7,0.285714285714286,0.714285714285714,0,"627",27,1,-0.715891164221307,-0.535187411929042,-0.386189990467529,-0.478035800943,0.902872172104051,26
