"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","VISIT1","VISIT2","VISIT3","VISIT4","VISIT5","VISIT6","VISIT7","VISIT8","VISIT9","VISIT10","VISIT11","VISIT12","VISIT13","VISIT14","VISIT15","VISIT16","VISIT17","VISIT18","VISIT19","VISIT20","VISIT21","VISIT22","VISIT23","VISIT24","VISIT25","VISIT26","VISIT27","VISIT28","VISIT29","Total.visits","TOTAL.TIME","stingless_bee","honey_bee","sumvisits","p_stingless_bee","p_honey_bee","duration","V1D","cent_d","cent_v1","cent_sd"
"89","KD6C_",22,1,2018,"5_","4_",843,14.1,13.17,1.03,65,1,"KD6C_5_4_843","V","Mixed","S","S","S","S","S","H","S","H","S","H","","","","","","","","","","","","","","","","","","","",10,124,7,3,10,0.7,0.3,124,5,0.410448209665236,-0.633521621176959,0.673644634421697
"90","KD6C_",22,1,2018,"5_","4_",844,13.55,12.48,0.99,77,1,"KD6C_5_4_844","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,20,0,3,3,0,1,20,3,-1.18365770007195,-0.715814120422626,-0.955576449806314
"91","KD6C_",22,1,2018,"5_","4_",845,15.76,16.22,1.63,42,1,"KD6C_5_4_845","V","Mixed","S","S","S","S","S","S","H","H","H","S","H","H","H","","","","","","","","","","","","","","","","",13,105,7,6,13,0.538461538461538,0.461538461538462,105,7,0.119217322309405,-0.551229121931292,0.338216764139459
"92","KD6C_",22,1,2018,"5_","4_",846,14.2,15.64,1.18,40,1,"KD6C_5_4_846","V","Mixed","S","H","S","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","",7,96,2,5,7,0.285714285714286,0.714285714285714,96,11,-0.0187341506486208,-0.386644123439958,0.130570939679027
"93","KD6C_",22,1,2018,"5_","7_",847,15.65,20.76,2.73,51,2,"KD6C_5_7_847","V","Mixed","H","H","S","H","","","","","","","","","","","","","","","","","","","","","","","","","",4,45,1,3,4,0.25,0.75,45,3,-0.800459164077432,-0.715814120422626,-0.556257556613174
"94","KD6C_",22,1,2018,"5_","7_",848,16.5,18.48,2.66,41,1,"KD6C_5_7_848","V","Mixed","H","H","H","S","S","S","H","H","S","H","","","","","","","","","","","","","","","","","","","",10,145,4,6,10,0.4,0.6,145,2,0.732334979900629,-0.756960370045459,1.05699077188711
"95","KD6C_",22,1,2018,"5_","7_",849,19.53,17.95,3.12,60,1,"KD6C_5_7_849","V","Mixed","H","H","H","H","H","H","S","H","H","S","H","S","H","","","","","","","","","","","","","","","","",13,118,3,10,13,0.230769230769231,0.769230769230769,118,2,0.318480561026553,-0.756960370045459,0.62572636723852
"96","KD6C_",22,1,2018,"8_","5_",850,22.09,19.2,4.08,106,2,"KD6C_8_5_850","V","Mixed","H","S","S","S","S","S","S","","","","","","","","","","","","","","","","","","","","","","",7,74,6,1,7,0.857142857142857,0.142857142857143,74,3,-0.355948862323794,-0.715814120422626,-0.0930476405091316
"97","KD6C_",22,1,2018,"8_","5_",851,16.25,19.55,2.58,35,1,"KD6C_8_5_851","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,23,0,3,3,0,1,23,9,-1.13767387575261,-0.468936622685625,-1.00349471698949
"98","KD6C_",22,1,2018,"8_","5_",852,20.71,20.71,4,94,2,"KD6C_8_5_852","V","Mixed","H","H","H","H","S","","","","","","","","","","","","","","","","","","","","","","","","",5,154,1,4,5,0.2,0.8,154,6,0.870286452858655,-0.592375371554126,1.13685455052574
"99","KD8_",22,1,2018,"3_","3_",853,18.6,17.59,2.72,86,2,"KD8_3_3_853","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,5,0,1,1,0,1,5,5,-1.41357682166866,-0.633521621176959,-1.22711329717765
"100","KD8_",22,1,2018,"3_","3_",854,20.17,19.39,3.93,95,3,"KD8_3_3_854","V","Mixed","S","H","S","H","H","S","S","S","S","S","S","S","H","S","S","H","S","S","","","","","","","","","","","",18,199,13,5,18,0.722222222222222,0.277777777777778,199,4,1.56004381764878,-0.674667870799792,1.88757406972884
"101","KD8_",22,1,2018,"3_","3_",855,21.73,20.51,4.32,93,2,"KD8_3_3_855","V","Mixed","H","H","H","H","H","S","S","H","S","H","S","H","H","","","","","","","","","","","","","","","","",13,112,4,9,13,0.307692307692308,0.692307692307692,112,10,0.226512912387869,-0.427790373062792,0.402107787050362
"102","KD8_",22,1,2018,"3_","3_",856,17.85,19.82,2.99,45,1,"KD8_3_3_856","V","Mixed","S","S","S","H","S","H","","","","","","","","","","","","","","","","","","","","","","","",6,65,4,2,6,0.666666666666667,0.333333333333333,65,18,-0.49390033528182,-0.0986203760801245,-0.476393777974546
"103","KD8_",22,1,2018,"3_","5_",858,19.92,19.57,3.5,79,2,"KD8_3_5_858","V","Mixed","H","H","H","H","S","H","S","","","","","","","","","","","","","","","","","","","","","","",7,82,2,5,7,0.285714285714286,0.714285714285714,82,6,-0.233325330805549,-0.592375371554126,-0.0131838618705036
"104","KD8_",22,1,2018,"3_","5_",859,21.37,21.1,4.49,113,3,"KD8_3_5_859","V","Mixed","S","S","S","S","S","S","S","H","S","S","S","S","S","S","S","S","","","","","","","","","","","","","",16,174,15,1,16,0.9375,0.0625,174,34,1.17684528165427,0.55971961788521,1.00907250470393
"105","KD8_",22,1,2018,"3_","5_",860,9.97,13.14,1.04,18,1,"KD8_3_5_860","V","Mixed","H","H","H","S","H","H","H","","","","","","","","","","","","","","","","","","","","","","",7,55,1,6,7,0.142857142857143,0.857142857142857,55,3,-0.647179749679626,-0.715814120422626,-0.396529999335918
"106","KD8_",22,1,2018,"3_","8_",861,19.08,18.94,3.16,47,1,"KD8_3_8_861","V","Mixed","H","S","S","S","H","","","","","","","","","","","","","","","","","","","","","","","","",5,66,3,2,5,0.6,0.4,66,4,-0.478572393842039,-0.674667870799792,-0.236802442058662
"107","KD8_",22,1,2018,"3_","8_",863,22.41,20.39,4.42,107,3,"KD8_3_8_863","V","Mixed","H","H","H","H","H","H","H","H","H","H","H","H","S","S","","","","","","","","","","","","","","","",14,253,2,12,14,0.142857142857143,0.857142857142857,253,4,2.38775265539694,-0.674667870799792,2.75010287902602
"108","KD8_",22,1,2018,"3_","8_",864,22.74,20.48,4.7,103,3,"KD8_3_8_864","V","SB","S","S","S","S","S","S","S","S","S","S","","","","","","","","","","","","","","","","","","","",10,167,10,0,10,1,0,167,13,1.0695496915758,-0.304351624194292,1.23269108489209
"109","KD8_",22,1,2018,"3_","2_",865,19.69,20.27,3.71,58,1,"KD8_3_2_865","V","Mixed","S","H","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,35,2,1,3,0.666666666666667,0.333333333333333,35,3,-0.953738578475238,-0.715814120422626,-0.71598511389043
"110","KD8_",22,1,2018,"3_","2_",866,21.18,19.47,3.68,105,2,"KD8_3_2_866","V","Mixed","H","H","H","H","H","S","S","H","S","S","","","","","","","","","","","","","","","","","","","",10,123,4,6,10,0.4,0.6,123,4,0.395120268225456,-0.674667870799792,0.673644634421697
"112","KD8_",23,1,2018,"3_","15_",869,20.14,20.58,3.89,78,2,"KD8_3_15_869","V","HB","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","",9,91,0,9,9,0,1,91,6,-0.0953738578475239,-0.592375371554126,0.130570939679027
"113","KD8_",23,1,2018,"3_","15_",870,21.71,20.59,4.65,106,3,"KD8_3_15_870","V","HB","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","",6,67,0,6,6,0,1,67,8,-0.463244452402259,-0.510082872308459,-0.284720709241839
"114","KD8_",23,1,2018,"3_","11_",871,14.97,13.69,1.18,67,2,"KD8_3_11_871","V","Mixed","S","S","H","H","S","S","H","S","H","S","S","H","H","S","S","S","","","","","","","","","","","","","",16,158,10,6,16,0.625,0.375,158,31,0.931598218617777,0.43628086901671,0.801426680243501
"115","KD8_",23,1,2018,"3_","11_",875,14.22,14.02,1.25,73,1,"KD8_3_11_875","V","Mixed","H","H","H","H","H","H","S","H","","","","","","","","","","","","","","","","","","","","","",8,46,1,7,8,0.125,0.875,46,20,-0.785131222637652,-0.0163278768344576,-0.811821648256783
"116","KD8_",23,1,2018,"3_","11_",876,13.46,12.02,1.01,70,2,"KD8_3_11_876","V","Mixed","H","H","S","H","","","","","","","","","","","","","","","","","","","","","","","","","",4,43,1,3,4,0.25,0.75,43,15,-0.831115046956993,-0.222059124948625,-0.779876136801332
"117","KD8_",23,1,2018,"5_","4_",877,16.68,20.42,3.43,61,2,"KD8_5_4_877","V","SB","S","S","S","S","S","S","S","S","","","","","","","","","","","","","","","","","","","","","",8,73,8,0,8,1,0,73,8,-0.371276803763575,-0.510082872308459,-0.188884174875485
"118","KD8_",23,1,2018,"5_","4_",879,19.48,17.39,2.81,53,1,"KD8_5_4_879","V","Mixed","S","S","S","H","S","S","","","","","","","","","","","","","","","","","","","","","","","",6,71,5,1,6,0.833333333333333,0.166666666666667,71,26,-0.401932686643136,0.230549620902543,-0.508339289429997
"119","KD8_",23,1,2018,"5_","4_",880,21.99,18.99,4.2,94,3,"KD8_5_4_880","V","Mixed","S","H","H","H","H","H","H","S","","","","","","","","","","","","","","","","","","","","","",8,130,2,6,8,0.25,0.75,130,3,0.50241585830392,-0.715814120422626,0.801426680243501
"120","KD8_",23,1,2018,"5_","17_",881,18.89,18.39,2.64,62,2,"KD8_5_17_881","V","HB","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","",4,124,0,4,4,0,1,124,80,0.410448209665236,2.45244710053555,-0.524312045157723
"121","KD8_",23,1,2018,"5_","17_",882,21.45,20.65,3.96,92,2,"KD8_5_17_882","V","HB","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,66,0,5,5,0,1,66,2,-0.478572393842039,-0.756960370045459,-0.204856930603211
"122","KD8_",23,1,2018,"5_","17_",883,19.69,18.7,3.28,94,3,"KD8_5_17_883","V","HB","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","",9,68,0,9,9,0,1,68,4,-0.447916510962478,-0.674667870799792,-0.204856930603211
"123","KD8_",23,1,2018,"1_","5_",887,20.17,19.51,3.79,83,2,"KD8_1_5_887","V","Mixed","H","S","S","H","H","H","S","H","H","","","","","","","","","","","","","","","","","","","","",9,152,3,6,9,0.333333333333333,0.666666666666667,152,34,0.839630569979094,0.55971961788521,0.657671878693971
"124","KD8_",23,1,2018,"1_","5_",888,19.75,18.67,3,42,1,"KD8_1_5_888","V","HB","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,54,0,3,3,0,1,54,12,-0.662507691119407,-0.345497873817125,-0.556257556613174
"125","KD8_",23,1,2018,"1_","5_",889,18.88,20.51,2.89,41,1,"KD8_1_5_889","V","Mixed","S","H","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,72,1,1,2,0.5,0.5,72,55,-0.386604745203356,1.42379085996471,-0.955576449806314
"126","KD8_",23,1,2018,"1_","5_",890,18.9,19.13,2.6,44,1,"KD8_1_5_890","V","Mixed","H","S","S","S","S","S","H","S","H","S","H","H","","","","","","","","","","","","","","","","","",12,183,7,5,12,0.583333333333333,0.416666666666667,183,58,1.31479675461229,1.54722960883321,0.76948116878805
"127","KD8_",23,1,2018,"1_","5_",892,20.58,18.96,3.25,55,1,"KD8_1_5_892","V","Mixed","H","H","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,29,1,2,3,0.333333333333333,0.666666666666667,29,13,-1.04570622711392,-0.304351624194292,-0.971549205534039
"128","KD8_",23,1,2018,"1_","8_",893,18.82,16.29,2.53,105,3,"KD8_1_8_893","V","Mixed","S","S","S","H","S","S","H","S","S","H","","","","","","","","","","","","","","","","","","","",10,76,7,3,10,0.7,0.3,76,5,-0.325292979444233,-0.633521621176959,-0.0930476405091316
"129","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed","H","H","H","H","S","H","S","S","H","S","S","H","S","","","","","","","","","","","","","","","","",13,133,6,7,13,0.461538461538462,0.538461538461538,133,6,0.548399682623262,-0.592375371554126,0.801426680243501
"130","KD8_",23,1,2018,"1_","8_",895,17.95,15.49,1.93,74,3,"KD8_1_8_895","V","Mixed","S","S","H","H","S","H","S","S","S","S","S","","","","","","","","","","","","","","","","","","",11,161,8,3,11,0.727272727272727,0.272727272727273,161,19,0.977582042937119,-0.0574741264572911,1.04101801615939
"131","KD8_",23,1,2018,"1_","14_",896,10.55,15.43,1.24,32,1,"KD8_1_14_896","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,66,0,1,1,0,1,66,66,-0.478572393842039,1.87639960581588,-1.22711329717765
"132","KD8_",23,1,2018,"1_","14_",897,14.53,12.32,0.8,53,1,"KD8_1_14_897","V","HB","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","",7,69,0,7,7,0,1,69,47,-0.432588569522697,1.09462086298204,-0.875712671167686
"133","KD8_",23,1,2018,"1_","14_",899,17.66,15.59,1.49,65,1,"KD8_1_14_899","V","HB","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","",8,75,0,8,8,0,1,75,60,-0.340620920884014,1.62952210807888,-0.987521961261765
"135","KD5D_",23,1,2018,"1_","23_",901,4.94,6.03,0.03,3,1,"KD5D_1_23_901","V","SB","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,16,1,0,1,1,0,16,16,-1.24496946583107,-0.180912875325791,-1.22711329717765
"136","KD5D_",23,1,2018,"1_","23_",903,14.92,22.05,2.61,40,1,"KD5D_1_23_903","V","Mixed","S","H","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,21,1,1,2,0.5,0.5,21,9,-1.16832975863217,-0.468936622685625,-1.03544022844494
"137","KD5D_",23,1,2018,"1_","23_",904,15.91,19.3,2.23,50,1,"KD5D_1_23_904","V","Mixed","S","S","H","","","","","","","","","","","","","","","","","","","","","","","","","","",3,80,2,1,3,0.666666666666667,0.333333333333333,80,35,-0.263981213685111,0.600865867508044,-0.508339289429997
"138","KD5D_",23,1,2018,"1_","23_",905,9.88,20.39,1.48,27,1,"KD5D_1_23_905","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,40,0,1,1,0,1,40,40,-0.877098871276335,0.806597115622211,-1.22711329717765
"139","KD5D_",23,1,2018,"1_","23_",906,9.69,20.42,0.97,10,1,"KD5D_1_23_906","V","HB","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","","",4,168,0,4,4,0,1,168,6,1.08487763301558,-0.592375371554126,1.3604731307139
"141","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed","H","H","H","S","S","S","H","S","S","S","H","S","S","","","","","","","","","","","","","","","","",13,153,8,5,13,0.615384615384615,0.384615384615385,153,5,0.854958511418874,-0.633521621176959,1.13685455052574
"142","KD5D_",23,1,2018,"3_","2_",909,21.51,17.88,3.23,103,3,"KD5D_3_2_909","V","Mixed","H","H","H","S","H","S","S","H","S","","","","","","","","","","","","","","","","","","","","",9,116,4,5,9,0.444444444444444,0.555555555555556,116,10,0.287824678146991,-0.427790373062792,0.465998809961264
"143","KD5D_",23,1,2018,"3_","8_",910,15.36,19.25,2.64,63,2,"KD5D_3_8_910","V","Mixed","H","H","S","S","H","S","","","","","","","","","","","","","","","","","","","","","","","",6,90,3,3,6,0.5,0.5,90,1,-0.110701799287305,-0.798106619668293,0.194461962589929
"144","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed","H","H","H","H","H","H","H","S","S","S","S","H","S","H","","","","","","","","","","","","","","","",14,169,5,9,14,0.357142857142857,0.642857142857143,169,9,1.10020557445536,-0.468936622685625,1.32852761925845
"145","KD5D_",23,1,2018,"3_","8_",912,16.22,19.79,2.82,48,2,"KD5D_3_8_912","V","Mixed","H","H","H","H","S","S","H","H","S","","","","","","","","","","","","","","","","","","","","",9,188,3,6,9,0.333333333333333,0.666666666666667,188,2,1.3914364618112,-0.756960370045459,1.74381926817931
"146","KD5D_",23,1,2018,"3_","8_",913,13.26,15.11,1.06,16,1,"KD5D_3_8_913","V","Mixed","H","S","S","S","S","S","S","H","","","","","","","","","","","","","","","","","","","","","",8,32,6,2,8,0.75,0.25,32,4,-0.99972240279458,-0.674667870799792,-0.779876136801332
"147","KD5D_",23,1,2018,"3_","14_",914,6.32,8.05,0.11,19,1,"KD5D_3_14_914","V","SB","S","S","S","S","S","S","S","","","","","","","","","","","","","","","","","","","","","","",7,58,7,0,7,1,0,58,7,-0.601195925360284,-0.551229121931292,-0.412502755063643
"148","KD5D_",23,1,2018,"3_","14_",915,11.52,9.99,0.42,51,1,"KD5D_3_14_915","V","SB","S","S","S","","","","","","","","","","","","","","","","","","","","","","","","","","",3,41,3,0,3,1,0,41,9,-0.861770929836555,-0.468936622685625,-0.71598511389043
"149","KD5D_",23,1,2018,"3_","14_",916,11.93,10.01,0.52,60,1,"KD5D_3_14_916","V","Mixed","S","H","H","H","H","H","H","S","H","S","","","","","","","","","","","","","","","","","","","",10,120,3,7,10,0.3,0.7,120,7,0.349136443906114,-0.551229121931292,0.577808100055343
"150","KD5D_",23,1,2018,"3_","14_",917,9.65,10.04,0.3,41,1,"KD5D_3_14_917","V","HB","H","H","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,18,0,2,2,0,1,18,6,-1.21431358295151,-0.592375371554126,-1.03544022844494
"151","KD5D_",23,1,2018,"3_","14_",918,12.8,10.74,0.63,74,1,"KD5D_3_14_918","V","Mixed","H","S","H","H","S","H","","","","","","","","","","","","","","","","","","","","","","","",6,35,2,4,6,0.333333333333333,0.666666666666667,35,2,-0.953738578475238,-0.756960370045459,-0.700012358162704
"152","KD6D_",24,1,2018,"30_","1_",919,21.48,16.29,2.55,63,1,"KD6D_30_1_919","V","Mixed","S","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,72,1,4,5,0.2,0.8,72,6,-0.386604745203356,-0.592375371554126,-0.17291141914776
"153","KD6D_",24,1,2018,"30_","1_",920,18.39,19.5,2.78,74,2,"KD6D_30_1_920","V","HB","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,22,0,1,1,0,1,22,22,-1.15300181719239,0.0659646224112092,-1.22711329717765
"154","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed","H","H","H","S","H","H","S","S","S","H","H","H","H","","","","","","","","","","","","","","","","",13,414,4,9,13,0.307692307692308,0.692307692307692,414,11,4.85555122720161,-0.386644123439958,5.20990726109576
"155","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed","H","H","S","H","H","H","H","S","H","H","H","H","H","H","H","H","2","H","","","","","","","","","","","",18,158,2,15,17,0.117647058823529,0.882352941176471,135,3,0.579055565502823,-0.715814120422626,0.88129045888213
"156","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed","H","H","H","S","S","S","S","H","H","S","S","H","H","","","","","","","","","","","","","","","","",13,211,6,7,13,0.461538461538462,0.538461538461538,211,2,1.74397911492615,-0.756960370045459,2.111192649917
"157","KD6D_",24,1,2018,"28_","4_",933,13.59,11.38,0.81,57,2,"KD6D_28_4_933","V","HB","H","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","",9,49,0,9,9,0,1,49,3,-0.73914739831831,-0.715814120422626,-0.492366533702271
"158","KD6D_",24,1,2018,"28_","4_",934,14.69,11.5,1.01,73,2,"KD6D_28_4_934","V","Mixed","H","H","H","S","H","H","","","","","","","","","","","","","","","","","","","","","","","",6,124,1,5,6,0.166666666666667,0.833333333333333,124,24,0.410448209665236,0.148257121656876,0.370162275594911
"159","KD6D_",24,1,2018,"28_","4_",935,14.04,11.91,1.06,69,2,"KD6D_28_4_935","V","Mixed","H","H","H","H","H","H","S","H","","","","","","","","","","","","","","","","","","","","","",8,85,1,7,8,0.125,0.875,85,6,-0.187341506486208,-0.592375371554126,0.0347344053126732
"160","KD6D_",24,1,2018,"28_","8_",936,20.24,18.43,3.15,103,3,"KD6D_28_8_936","V","Mixed","H","H","H","H","H","S","H","","","","","","","","","","","","","","","","","","","","","","",7,44,1,6,7,0.142857142857143,0.857142857142857,44,3,-0.815787105517213,-0.715814120422626,-0.572230312340899
"161","KD6D_",24,1,2018,"28_","8_",937,21.31,18.36,3.07,103,2,"KD6D_28_8_937","V","Mixed","S","H","H","H","H","S","","","","","","","","","","","","","","","","","","","","","","","",6,41,2,4,6,0.333333333333333,0.666666666666667,41,8,-0.861770929836555,-0.510082872308459,-0.700012358162704
"162","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed","H","H","S","S","H","H","S","H","H","S","H","S","","","","","","","","","","","","","","","","","",12,185,5,7,12,0.416666666666667,0.583333333333333,185,4,1.34545263749185,-0.674667870799792,1.66395548954068
"163","KD6D_",24,1,2018,"28_","8_",939,21.27,17.5,3.43,109,3,"KD6D_28_8_939","V","Mixed","H","H","H","S","H","H","S","H","","","","","","","","","","","","","","","","","","","","","",8,102,2,6,8,0.25,0.75,102,9,0.0732334979900628,-0.468936622685625,0.258352985500831
"164","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed","H","H","H","H","H","H","H","S","H","S","S","H","","","","","","","","","","","","","","","","","",12,132,3,9,12,0.25,0.75,132,18,0.533071741183481,-0.0986203760801245,0.593780855783069
"165","KD6D_",24,1,2018,"28_","11_",941,6.13,7.4,0.06,10,1,"KD6D_28_11_941","V","HB","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,31,0,5,5,0,1,31,16,-1.01505034423436,-0.180912875325791,-0.987521961261765
"166","KD6D_",24,1,2018,"28_","11_",942,5.93,6.53,0.05,6,1,"KD6D_28_11_942","V","HB","H","H","H","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","",8,56,0,8,8,0,1,56,2,-0.631851808239845,-0.756960370045459,-0.364584487880467
"167","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed","H","S","H","S","H","H","H","S","H","S","S","S","S","S","","","","","","","","","","","","","","","",14,90,8,6,14,0.571428571428571,0.428571428571429,90,2,-0.110701799287305,-0.756960370045459,0.178489206862203
"168","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed","S","S","S","H","S","S","H","S","H","H","S","S","S","S","","","","","","","","","","","","","","","",14,90,10,4,14,0.714285714285714,0.285714285714286,90,2,-0.110701799287305,-0.756960370045459,0.178489206862203
"169","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed","S","H","H","H","H","H","H","S","H","S","S","","","","","","","","","","","","","","","","","","",11,82,4,7,11,0.363636363636364,0.636363636363636,82,9,-0.233325330805549,-0.468936622685625,-0.0611021290536804
"170","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed","S","H","H","S","S","S","S","S","H","H","S","","","","","","","","","","","","","","","","","","",11,104,7,4,11,0.636363636363636,0.363636363636364,104,9,0.103889380869624,-0.468936622685625,0.290298496956283
"171","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed","H","S","S","S","H","H","H","S","S","v","H","H","H","","","","","","","","","","","","","","","","",13,75,5,7,12,0.416666666666667,0.583333333333333,69,2,-0.432588569522697,-0.756960370045459,-0.156938663420034
"172","KD6D_",24,1,2018,"25_","1_",952,21.01,19.77,4.08,109,2,"KD6D_25_1_952","V","Mixed","H","H","H","H","S","S","H","","","","","","","","","","","","","","","","","","","","","","",7,102,2,5,7,0.285714285714286,0.714285714285714,102,10,0.0732334979900628,-0.427790373062792,0.242380229773106
"173","KD6D_",24,1,2018,"25_","1_",953,20.41,18.75,3.62,68,2,"KD6D_25_1_953","V","Mixed","H","H","S","H","S","S","","","","","","","","","","","","","","","","","","","","","","","",6,162,3,3,6,0.5,0.5,162,138,0.9929099843769,4.83892957865989,-0.843767159712234
"174","KD6D_",24,1,2018,"20_","8_",959,23.54,21.1,4.2,104,3,"KD6D_20_8_959","V","HB","H","H","H","H","H","","","","","","","","","","","","","","","","","","","","","","","","",5,71,0,5,5,0,1,71,5,-0.401932686643136,-0.633521621176959,-0.17291141914776
