BLOCK,DAY,MONTH,YEAR,ROW,PLANT,FLOWER,Height,Width,Weight,Druplets,Crumbliness,Comments,CODE (block# added to front),TREATMENT,POLLEN_DONOR,POLLINATORS,VISIT1,VISIT2,VISIT3,VISIT4,VISIT5,VISIT6,VISIT7,VISIT8,VISIT9,VISIT10,VISIT11,VISIT12,VISIT13,VISIT14,VISIT15,VISIT16,VISIT17,VISIT18,VISIT19,VISIT20,VISIT21,VISIT22,VISIT23,VISIT24,VISIT25,VISIT26,VISIT27,VISIT28,VISIT29,Total visits,TOTAL TIME,COMMENTS
12B,,,,5,11,,21.96,19.4,4.03,107,2,Open control,12B511,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,11,,16.28,17.47,2.13,112,1,Open control,12B511,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,11,,16.02,16.58,1.95,93,1,Open control,12B511,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,11,,14.59,13.59,1.16,86,1,Open control,12B511,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,11,,9.45,9.99,0.32,24,1,Open control,12B511,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,16,,22.71,19.45,3.81,109,2,Open control,12B516,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,16,,22.31,20.07,4.40,120,3,Open control,12B516,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,16,,20.24,17.84,3.12,114,2,Open control,12B516,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,16,,14.17,12.16,1.07,84,1,Open control,12B516,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,16,,12.01,11.52,0.69,90,1,Open control,12B516,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,21,,21.51,19.65,3.90,117,3,Open control,12B521,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,21,,19.15,18.33,2.96,99,2,Open control,12B521,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,21,,17.78,15.88,2.14,78,1,Open control,12B521,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,21,,18.43,16.78,2.31,116,2,Open control,12B521,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,21,,14.95,14.76,1.34,90,1,Open control,12B521,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,26,,22.02,19.2,4.15,108,2,Open control,12B526,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,26,,24.59,19.33,4.78,111,3,Open control,12B526,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,26,,23.17,19.6,4.48,105,2,Open control,12B526,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,26,,21.99,18.46,3.52,121,3,Open control,12B526,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,26,,13.97,13.45,1.14,116,2,Open control,12B526,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,31,,18.5,19.62,3.18,86,2,Open control,12B531,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,31,,18.43,17.75,2.60,69,2,Open control,12B531,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,31,,20.28,19.11,3.39,88,3,Open control,12B531,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,31,,18.1,18.18,2.87,90,3,Open control,12B531,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,31,,16.88,17.08,2.43,79,2,Open control,12B531,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,36,,24.72,20.3,4.39,105,2,Open control,12B536,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,36,,22.88,20.35,4.47,119,2,Open control,12B536,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,36,,23.88,19.26,4.25,126,3,Open control,12B536,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,36,,22.05,19.11,3.76,117,3,Open control,12B536,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,36,,21.22,17.53,3.17,104,2,Open control,12B536,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,41,,20.73,20.89,3.72,91,3,Open control,12B541,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,41,,19.05,20.71,3.67,79,3,Open control,12B541,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,41,,19.46,21.27,3.52,93,2,Open control,12B541,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,41,,20.64,20.23,3.89,114,3,Open control,12B541,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,41,,20.19,20.59,4.07,109,3,Open control,12B541,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,46,,26.67,20.89,5.59,111,3,Open control,12B546,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,46,,23.51,20.43,4.67,119,3,Open control,12B546,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,46,,22.65,19.59,4.28,131,2,Open control,12B546,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,46,,18.48,17.29,2.30,123,2,Open control,12B546,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,46,,12.93,14.81,1.05,73,1,Open control,12B546,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,51,,22.26,19.44,4.37,123,3,Open control,12B551,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,51,,23.5,19.11,4.49,128,3,Open control,12B551,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,51,,21.16,24.33,4.29,104,3,Open control,12B551,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,51,,19.54,17.52,2.53,108,1,Open control,12B551,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,51,,18.79,15.53,2.31,130,2,Open control,12B551,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,56,,22.31,22.2,4.25,107,2,Open control,12B556,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,56,,23.3,20.02,4.30,122,3,Open control,12B556,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,56,,22.64,19.39,4.25,132,3,Open control,12B556,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,56,,22.56,18.4,3.54,111,2,Open control,12B556,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,56,,11.55,10.38,0.60,82,1,Open control,12B556,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,61,,19.83,18.31,2.80,113,2,Open control,12B561,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,61,,20.51,17.61,3.09,109,3,Open control,12B561,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,61,,13.43,13.26,1.12,84,3,Open control,12B561,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,61,,17.62,16.33,2.23,72,2,Open control,12B561,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,61,,14.86,12.74,1.32,71,2,Open control,12B561,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,66,,20.44,22.98,3.67,93,3,Open control,12B566,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,66,,24.29,21.78,5.02,122,3,Open control,12B566,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,66,,20.3,20.92,3.18,47,1,Open control,12B566,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,66,,22.56,19.42,3.69,72,2,Open control,12B566,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12B,,,,5,66,,12.3,12.24,0.74,28,1,Open control,12B566,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,1,,21.14,18.6,3.23,118,3,Open control,14B81,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,1,,22.07,17.31,3.10,94,2,Open control,14B81,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,1,,20.02,17.44,3.05,99,2,Open control,14B81,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,1,,21.53,17.66,3.18,114,3,Open control,14B81,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,1,,19.66,14.92,2.11,53,1,Open control,14B81,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,6,,24.24,19.58,4.24,115,3,Open control,14B86,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,6,,21.46,19.07,3.55,118,3,Open control,14B86,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,6,,23.04,18.92,3.63,107,3,Open control,14B86,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,6,,21.14,17.66,3.32,133,3,Open control,14B86,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,6,,18.4,14.95,2.01,96,2,Open control,14B86,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,11,,20.56,21.55,3.79,90,2,Open control,14B811,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,11,,18.98,19.21,3.35,92,2,Open control,14B811,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,11,,19.85,20.21,3.51,86,2,Open control,14B811,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,11,,20.02,18.18,2.81,101,2,Open control,14B811,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,11,,12.76,16.91,1.36,50,1,Open control,14B811,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,16,,21.95,19.48,3.26,70,2,Open control,14B816,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,16,,18.75,18.55,3.02,61,2,Open control,14B816,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,16,,19.47,17.7,2.98,62,2,Open control,14B816,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,16,,17.51,15.95,2.14,64,2,Open control,14B816,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,16,,17.56,15.58,2.00,57,1,Open control,14B816,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,21,,22.91,21.41,4.67,95,2,Open control,14B821,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,21,,24.23,20.76,4.75,101,3,Open control,14B821,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,21,,22.67,19.29,3.76,109,2,Open control,14B821,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,21,,22.69,20.15,4.38,120,3,Open control,14B821,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,21,,21.87,18.23,3.67,121,3,Open control,14B821,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,26,,19.45,18.15,2.62,75,2,Open control,14B826,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,26,,2.085,18.23,3.43,109,3,Open control,14B826,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,26,,19.8,17.19,3.10,107,3,Open control,14B826,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,26,,5.48,6.77,0.10,21,1,Open control,14B826,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,26,,18.1,15.87,2.12,103,2,Open control,14B826,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,31,,23.06,20.7,4.63,106,3,Open control,14B831,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,31,,21.36,18.6,3.93,117,2,Open control,14B831,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,31,,20.57,17.1,2.60,114,1,Open control,14B831,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,31,,18.84,15.94,2.08,121,1,Open control,14B831,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,31,,16.25,14.82,1.64,116,1,Open control,14B831,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,36,,23.07,19.37,4.08,112,3,Open control,14B836,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,36,,22.46,20.79,4.11,113,3,Open control,14B836,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,36,,21.95,18.7,3.58,113,2,Open control,14B836,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,36,,18.02,16.18,2.08,119,1,Open control,14B836,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,36,,11.13,10.83,0.61,72,1,Open control,14B836,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,41,,22.61,20.08,4.33,115,3,Open control,14B841,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,41,,21.07,19.14,3.78,130,3,Open control,14B841,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,41,,21.58,18.32,3.38,116,3,Open control,14B841,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,41,,14.25,12.52,0.96,96,1,Open control,14B841,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,41,,6.84,8.33,0.19,24,1,Open control,14B841,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,46,,17.19,16.79,2.20,87,2,Open control,14B846,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,46,,16.15,16.62,2.13,62,2,Open control,14B846,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,46,,18.88,16.53,2.36,93,2,Open control,14B846,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,46,,17.94,16.47,2.13,92,2,Open control,14B846,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,46,,15.84,14.45,1.64,99,1,Open control,14B846,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,51,,18.36,19.6,3.29,89,3,Open control,14B851,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,51,,18.56,17.84,2.60,84,3,Open control,14B851,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,51,,17.44,17.6,2.68,83,3,Open control,14B851,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,51,,17.53,16.48,2.00,94,2,Open control,14B851,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,51,,10.63,11.93,0.70,59,1,Open control,14B851,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,56,,23.69,20.22,4.11,109,2,Open control,14B856,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,56,,21.67,19.03,3769.00,100,2,Open control,14B856,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,56,,22.87,19.18,4.04,102,2,Open control,14B856,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,56,,15.71,13.84,1.37,92,1,Open control,14B856,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,56,,12.25,11.46,0.76,105,1,Open control,14B856,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,61,,23.75,21.48,3.84,114,3,Open control,14B861,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,61,,21.53,18.92,3.51,119,2,Open control,14B861,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,61,,22.13,18.84,3.35,125,2,Open control,14B861,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,61,,20.44,19.02,3.28,114,3,Open control,14B861,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,61,,6.25,8.16,0.21,32,1,Open control,14B861,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,66,,21.51,19.96,3.54,111,3,Open control,14B866,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,66,,16.36,17.07,2.32,99,2,Open control,14B866,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,66,,15.93,15.26,1.65,102,2,Open control,14B866,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,66,,14.97,14.7,1.46,106,2,Open control,14B866,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,66,,15.85,13.96,1.32,107,2,Open control,14B866,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,71,,23.93,19.94,4.33,126,3,Open control,14B871,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,71,,23.82,19.35,4.31,113,2,Open control,14B871,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,71,,21.63,19.77,3.97,96,2,Open control,14B871,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,71,,13.82,11.35,0.90,88,1,Open control,14B871,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,71,,5.67,5.59,0.08,0,1,Open control,14B871,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,76,,23.23,20.83,4.12,106,3,Open control,14B876,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,76,,21.87,19.16,3.81,108,2,Open control,14B876,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,76,,19.64,17.38,2.82,117,2,Open control,14B876,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,76,,17.73,16.62,1.95,104,1,Open control,14B876,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14B,,,,8,76,,10.68,9.56,0.52,88,1,Open control,14B876,C,,OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,